name,price,benefit
Sahre2833,0,3.319
Sahre2834,6,51.09
Sahre2835,9,5.014
Sahre2836,1,42.53
Sahre2837,7,27.72
Sahre2838,1,2.691
Sahre2839,9,8.689
Sahre2840,1,72.95
Sahre2841,3,65.66
Sahre2842,4,13.52
Sahre2843,5,79.29
Sahre2844,2,55.80
Sahre2845,1,53.19
Sahre2846,2,12.07
Sahre2847,1,18.85
Sahre2848,6,54.83
Sahre2849,3,39.79
Sahre2850,5,0.458
Sahre2851,1,41.08
Sahre2852,0,47.86
Sahre2853,3,14.54
Sahre2854,0,4.358
Sahre2855,3,24.28
Sahre2856,7,56.58
Sahre2857,6,8.176
Sahre2858,9,9.857
Sahre2859,9,4.070
Sahre2860,0,78.59
Sahre2861,6,10.41
Sahre2862,4,7.574
Sahre2863,7,39.59
Sahre2864,5,14.10
Sahre2865,6,16.33
Sahre2866,9,54.49
Sahre2867,9,16.36
Sahre2868,7,3.616
Sahre2869,6,48.40
Sahre2870,6,65.74
Sahre2871,0,75.56
Sahre2872,2,35.69
Sahre2873,8,40.02
Sahre2874,2,16.94
Sahre2875,0,6.327
Sahre2876,3,3.026
Sahre2877,5,57.52
Sahre2878,5,13.03
Sahre2879,3,22.57
Sahre2880,9,37.09
Sahre2881,0,50.27
Sahre2882,5,39.39
Sahre2883,8,21.96
Sahre2884,7,25.92
Sahre2885,2,2.896
Sahre2886,3,33.25
Sahre2887,3,54.07
Sahre2888,8,26.26
Sahre2889,5,24.03
Sahre2890,7,32.44
Sahre2891,6,69.60
Sahre2892,1,7.801
Sahre2893,3,48.31
Sahre2894,0,25.68
Sahre2895,4,52.56
Sahre2896,6,46.06
Sahre2897,0,54.10
Sahre2898,3,61.44
Sahre2899,1,16.97
Sahre2900,4,15.16
Sahre2901,3,8.280
Sahre2902,4,16.01
Sahre2903,5,9.803
Sahre2904,5,43.99
Sahre2905,1,11.87
Sahre2906,5,6.389
Sahre2907,5,65.40
Sahre2908,8,21.08
Sahre2909,9,60.66
Sahre2910,9,53.19
Sahre2911,9,58.47
Sahre2912,1,61.04
Sahre2913,2,43.14
Sahre2914,7,61.32
Sahre2915,5,49.66
Sahre2916,2,38.56
Sahre2917,4,4.851
Sahre2918,1,64.54
Sahre2919,7,9.443
Sahre2920,4,27.50
Sahre2921,2,2.266
Sahre2922,5,46.86
Sahre2923,8,0.330
Sahre2924,9,8.276
Sahre2925,2,77.70
Sahre2926,7,1.389
Sahre2927,4,4.658
Sahre2928,0,63.01
Sahre2929,9,3.862
Sahre2930,6,13.85
Sahre2931,6,68.74
Sahre2932,0,2.830
Sahre2933,1,77.84
Sahre2934,2,44.64
Sahre2935,3,56.57
Sahre2936,2,2.979
Sahre2937,4,51.22
Sahre2938,6,8.841
Sahre2939,9,77.91
Sahre2940,5,78.56
Sahre2941,7,56.52
Sahre2942,2,73.36
Sahre2943,9,43.38
Sahre2944,0,2.559
Sahre2945,4,23.01
Sahre2946,0,19.77
Sahre2947,5,14.80
Sahre2948,9,8.115
Sahre2949,1,16.40
Sahre2950,4,41.93
Sahre2951,3,17.11
Sahre2952,0,23.38
Sahre2953,7,3.793
Sahre2954,8,28.85
Sahre2955,3,2.237
Sahre2956,7,8.052
Sahre2957,9,56.47
Sahre2958,7,13.33
Sahre2959,9,14.43
Sahre2960,6,75.89
Sahre2961,6,14.41
Sahre2962,1,49.24
Sahre2963,9,5.416
Sahre2964,6,44.10
Sahre2965,5,55.37
Sahre2966,0,42.19
Sahre2967,7,54.29
Sahre2968,4,2.963
Sahre2969,8,17.19
Sahre2970,0,24.21
Sahre2971,8,3.565
Sahre2972,6,53.93
Sahre2973,4,20.05
Sahre2974,2,57.46
Sahre2975,2,8.829
Sahre2976,9,3.025
Sahre2977,6,49.69
Sahre2978,9,7.827
Sahre2979,2,46.58
Sahre2980,0,5.346
Sahre2981,2,16.93
Sahre2982,4,4.677
Sahre2983,1,73.92
Sahre2984,4,33.28
Sahre2985,4,77.95
Sahre2986,2,35.94
Sahre2987,4,0.674
Sahre2988,3,76.07
Sahre2989,1,0.260
Sahre2990,4,11.51
Sahre2991,6,13.03
Sahre2992,9,9.237
Sahre2993,6,27.82
Sahre2994,8,3.469
Sahre2995,8,15.22
Sahre2996,8,53.19
Sahre2997,7,57.54
Sahre2998,5,47.01
Sahre2999,8,31.66
Sahre3000,1,31.96
Sahre3001,0,31.66
Sahre3002,7,31.96
Sahre3003,9,12.25
Sahre3004,5,38.06
Sahre3005,9,27.69
Sahre3006,7,38.21
Sahre3007,6,27.47
Sahre3008,5,37.11
Sahre3009,4,19.66
Sahre3010,9,38.2
Sahre3011,4,5.54
Sahre3012,0,22.75
Sahre3013,1,12.4
Sahre3014,8,29.82
Sahre3015,5,14.3
Sahre3016,1,1.84
Sahre3017,2,30.69
Sahre3018,3,38.04
Sahre3019,2,36.81
Sahre3020,2,36.08
Sahre3021,5,17.43
Sahre3022,3,0.65
Sahre3023,5,3.03
Sahre3024,5,28.25
Sahre3025,2,25.37
Sahre3026,4,1.19
Sahre3027,1,4.51
Sahre3028,7,6.66
Sahre3029,9,6.63
Sahre3030,7,37.74
Sahre3031,8,15.09
Sahre3032,0,23.37
Sahre3033,2,30.28
Sahre3034,6,5.36
Sahre3035,4,30.69
Sahre3036,5,14.79
Sahre3037,1,18.37
Sahre3038,6,11.91
Sahre3039,8,28.36
Sahre3040,3,33.52
Sahre3041,2,4.4
Sahre3042,7,7.29
Sahre3043,9,33.65
Sahre3044,8,6.72
Sahre3045,5,7.28
Sahre3046,5,4.46
Sahre3047,9,11.41
Sahre3048,4,31.54
Sahre3049,8,13.8
Sahre3050,6,29.9
Sahre3051,5,3.11
Sahre3052,9,37.89
Sahre3053,4,0.74
Sahre3054,8,17.87
Sahre3055,7,3.64
Sahre3056,1,26.08
Sahre3057,3,18.98
Sahre3058,8,15.19
Sahre3059,5,34.47
Sahre3060,8,35.48
Sahre3061,1,16.65
Sahre3062,5,30.91
Sahre3063,3,15.36
Sahre3064,2,8.13
Sahre3065,5,25.16
Sahre3066,0,0.02
Sahre3067,0,3.65
Sahre3068,8,37.0
Sahre3069,7,31.2
Sahre3070,5,11.63
Sahre3071,0,18.91
Sahre3072,7,19.52
Sahre3073,5,32.13
Sahre3074,8,3.85
Sahre3075,1,38.25
Sahre3076,2,18.22
Sahre3077,9,12.93
Sahre3078,9,0.04
Sahre3079,4,23.23
Sahre3080,2,2.85
Sahre3081,4,12.05
Sahre3082,4,34.14
Sahre3083,5,13.91
Sahre3084,0,1.54
Sahre3085,0,35.62
Sahre3086,0,8.5
Sahre3087,0,16.62
Sahre3088,0,36.44
Sahre3089,3,10.98
Sahre3090,4,15.29
Sahre3091,6,36.79
Sahre3092,9,24.81
Sahre3093,9,4.52
Sahre3094,2,19.81
Sahre3095,8,32.06
Sahre3096,4,15.03
Sahre3097,9,30.64
Sahre3098,6,26.26
Sahre3099,0,37.03
Sahre3100,8,13.39
Sahre3101,2,33.24
Sahre3102,3,31.22
Sahre3103,1,34.87
Sahre3104,7,24.88
Sahre3105,6,35.03
Sahre3106,1,29.16
Sahre3107,8,6.06
Sahre3108,3,33.34
Sahre3109,1,38.16
Sahre3110,6,25.01
Sahre3111,9,21.05
Sahre3112,3,1.05
Sahre3113,6,37.01
Sahre3114,5,19.08
Sahre3115,7,33.42
Sahre3116,1,35.29
Sahre3117,8,7.47
Sahre3118,1,2.68
Sahre3119,3,12.78
Sahre3120,5,19.57
Sahre3121,5,7.35
Sahre3122,3,33.51
Sahre3123,2,19.5
Sahre3124,5,10.33
Sahre3125,5,2.9
Sahre3126,8,34.72
Sahre3127,8,11.82
Sahre3128,3,11.13
Sahre3129,7,4.74
Sahre3130,3,26.47
Sahre3131,7,5.24
Sahre3132,4,7.35
Sahre3133,9,28.52
Sahre3134,8,10.72
Sahre3135,2,19.69
Sahre3136,8,39.88
Sahre3137,9,15.21
Sahre3138,3,13.78
Sahre3139,2,18.04
Sahre3140,8,17.58
Sahre3141,0,27.62
Sahre3142,2,24.2
Sahre3143,9,37.12
Sahre3144,9,33.88
Sahre3145,9,5.93
Sahre3146,3,24.47
Sahre3147,4,16.79
Sahre3148,5,25.23
Sahre3149,2,33.49
Sahre3150,0,4.72
Sahre3151,7,1.19
Sahre3152,9,35.61
Sahre3153,3,9.35
Sahre3154,6,0.71
Sahre3155,8,8.88
Sahre3156,3,9.56
Sahre3157,9,13.02
Sahre3158,2,15.96
Sahre3159,2,4.23
Sahre3160,8,1.61
Sahre3161,8,35.71
Sahre3162,2,10.08
Sahre3163,7,33.17
Sahre3164,6,19.29
Sahre3165,7,38.74
Sahre3166,8,38.27
Sahre3167,0,14.14
Sahre3168,3,13.75
Sahre3169,0,5.4
Sahre3170,1,8.81
Sahre3171,1,29.08
Sahre3172,8,27.29
Sahre3173,2,30.03
Sahre3174,5,17.94
Sahre3175,8,25.56
Sahre3176,6,18.8
Sahre3177,4,9.34
Sahre3178,7,25.8
Sahre3179,5,13.74
Sahre3180,2,28.86
Sahre3181,4,24.46
Sahre3182,8,38.05
Sahre3183,0,29.4
Sahre3184,6,20.6
Sahre3185,3,8.85
Sahre3186,0,17.53
Sahre3187,6,36.37
Sahre3188,4,10.06
Sahre3189,9,6.42
Sahre3190,8,11.82
Sahre3191,8,32.2
Sahre3192,1,33.88
Sahre3193,3,3.26
Sahre3194,3,32.51
Sahre3195,6,8.05
Sahre3196,5,0.0
Sahre3197,2,18.21
Sahre3198,9,9.4
Sahre3199,1,37.22
Sahre3200,7,16.25
Sahre3201,8,16.97
Sahre3202,0,9.75
Sahre3203,4,38.12
Sahre3204,1,24.73
Sahre3205,3,19.19
Sahre3206,6,5.27
Sahre3207,6,15.97
Sahre3208,9,13.95
Sahre3209,0,32.72
Sahre3210,6,1.25
Sahre3211,0,22.28
Sahre3212,1,36.16
Sahre3213,4,9.74
Sahre3214,0,17.32
Sahre3215,5,4.3
Sahre3216,3,25.51
Sahre3217,5,39.52
Sahre3218,3,39.02
Sahre3219,2,32.19
Sahre3220,4,7.59
Sahre3221,7,25.25
Sahre3222,5,22.63
Sahre3223,0,7.42
Sahre3224,3,8.07
Sahre3225,9,34.49
Sahre3226,8,11.38
Sahre3227,8,30.53
Sahre3228,5,4.01
Sahre3229,7,36.67
Sahre3230,5,18.9
Sahre3231,2,26.73
Sahre3232,5,18.65
Sahre3233,2,24.56
Sahre3234,8,32.39
Sahre3235,0,38.76
Sahre3236,6,17.58
Sahre3237,0,27.91
Sahre3238,1,30.4
Sahre3239,5,5.86
Sahre3240,7,11.81
Sahre3241,7,5.19
Sahre3242,7,33.11
Sahre3243,7,24.26
Sahre3244,9,29.07
Sahre3245,6,15.48
Sahre3246,7,7.33
Sahre3247,0,28.54
Sahre3248,2,5.79
Sahre3249,7,24.97
Sahre3250,1,33.65
Sahre3251,7,18.69
Sahre3252,6,14.16
Sahre3253,1,22.0
Sahre3254,7,23.34
Sahre3255,2,11.43
Sahre3256,2,18.51
Sahre3257,0,23.61
Sahre3258,5,26.22
Sahre3259,1,11.69
Sahre3260,3,20.07
Sahre3261,9,31.47
Sahre3262,0,38.68
Sahre3263,2,34.42
Sahre3264,7,19.21
Sahre3265,7,13.44
Sahre3266,3,3.23
Sahre3267,7,39.14
Sahre3268,2,6.81
Sahre3269,5,0.37
Sahre3270,9,15.87
Sahre3271,1,18.36
Sahre3272,4,15.32
Sahre3273,0,18.58
Sahre3274,8,4.45
Sahre3275,2,0.82
Sahre3276,5,35.15
Sahre3277,6,22.46
Sahre3278,2,32.27
Sahre3279,3,17.91
Sahre3280,9,31.39
Sahre3281,4,3.69
Sahre3282,2,15.79
Sahre3283,6,29.38
Sahre3284,2,30.6
Sahre3285,2,13.01
Sahre3286,2,39.95
Sahre3287,8,6.57
Sahre3288,1,11.56
Sahre3289,4,14.86
Sahre3290,8,25.6
Sahre3291,8,11.65
Sahre3292,4,12.4
Sahre3293,8,32.56
Sahre3294,4,19.39
Sahre3295,5,3.21
Sahre3296,8,16.53
Sahre3297,6,14.84
Sahre3298,6,21.01
Sahre3299,3,33.89
Sahre3300,6,6.37
Sahre3301,4,27.06
Sahre3302,1,17.58
Sahre3303,5,6.96
Sahre3304,5,9.51
Sahre3305,0,14.17
Sahre3306,4,38.54
Sahre3307,9,6.55
Sahre3308,7,19.71
Sahre3309,3,22.72
Sahre3310,3,12.25
Sahre3311,6,4.62
Sahre3312,2,33.04
Sahre3313,1,34.97
Sahre3314,5,1.42
Sahre3315,2,12.6
Sahre3316,1,22.13
Sahre3317,9,33.06
Sahre3318,0,5.71
Sahre3319,7,25.8
Sahre3320,5,26.68
Sahre3321,6,12.34
Sahre3322,5,36.59
Sahre3323,5,39.98
Sahre3324,3,20.67
Sahre3325,2,39.04
Sahre3326,6,27.34
Sahre3327,0,3.14
Sahre3328,6,21.03
Sahre3329,0,17.07
Sahre3330,4,6.23
Sahre3331,2,12.75
Sahre3332,9,13.4
Sahre3333,0,34.59
Sahre3334,6,9.49
Sahre3335,5,1.1
Sahre3336,7,5.17
Sahre3337,2,6.23
Sahre3338,8,11.89
Sahre3339,2,24.47
Sahre3340,8,30.66
Sahre3341,7,21.01
Sahre3342,0,38.01
Sahre3343,8,20.38
Sahre3344,7,35.93
Sahre3345,0,11.63
Sahre3346,6,0.98
Sahre3347,5,24.93
Sahre3348,8,19.93
Sahre3349,2,18.88
Sahre3350,3,16.54
Sahre3351,4,24.4
Sahre3352,6,21.69
Sahre3353,7,23.34
Sahre3354,8,28.29
Sahre3355,1,24.94
Sahre3356,6,33.68
Sahre3357,7,31.36
Sahre3358,4,23.06
Sahre3359,1,30.39
Sahre3360,4,13.15
Sahre3361,8,29.76
Sahre3362,9,1.66
Sahre3363,7,30.86
Sahre3364,8,1.79
Sahre3365,7,38.1
Sahre3366,7,35.12
Sahre3367,9,18.23
Sahre3368,3,16.45
Sahre3369,3,14.51
Sahre3370,4,27.33
Sahre3371,3,13.82
Sahre3372,7,32.53
Sahre3373,5,2.81
Sahre3374,8,39.19
Sahre3375,5,39.31
Sahre3376,9,16.57
Sahre3377,8,24.62
Sahre3378,4,28.83
Sahre3379,4,37.38
Sahre3380,6,32.94
Sahre3381,3,13.02
Sahre3382,1,10.3
Sahre3383,7,11.66
Sahre3384,0,29.65
Sahre3385,8,8.13
Sahre3386,2,3.06
Sahre3387,5,9.84
Sahre3388,4,7.95
Sahre3389,6,1.28
Sahre3390,4,6.37
Sahre3391,1,2.33
Sahre3392,1,5.34
Sahre3393,9,35.12
Sahre3394,8,36.72
Sahre3395,1,2.59
Sahre3396,2,9.33
Sahre3397,1,11.97
Sahre3398,3,13.22
Sahre3399,8,8.52
Sahre3400,6,31.39
Sahre3401,2,1.75
Sahre3402,9,2.45
Sahre3403,9,12.78
Sahre3404,3,38.89
Sahre3405,2,3.98
Sahre3406,9,24.11
Sahre3407,9,12.54
Sahre3408,1,24.04
Sahre3409,2,23.87
Sahre3410,0,36.43
Sahre3411,9,10.33
Sahre3412,4,34.07
Sahre3413,9,19.6
Sahre3414,7,9.19
Sahre3415,2,34.27
Sahre3416,0,29.35
Sahre3417,1,11.37
Sahre3418,4,20.84
Sahre3419,2,24.64
Sahre3420,1,39.9
Sahre3421,3,15.95
Sahre3422,4,34.81
Sahre3423,6,23.28
Sahre3424,3,16.44
Sahre3425,0,26.3
Sahre3426,8,26.25
Sahre3427,0,10.45
Sahre3428,7,10.47
Sahre3429,5,18.91
Sahre3430,2,24.23
Sahre3431,3,23.16
Sahre3432,7,20.46
Sahre3433,0,22.81
Sahre3434,2,4.44
Sahre3435,9,22.63
Sahre3436,8,14.41
Sahre3437,7,11.87
Sahre3438,3,30.95
Sahre3439,7,11.73
Sahre3440,7,21.69
Sahre3441,3,8.61
Sahre3442,8,10.84
Sahre3443,3,6.32
Sahre3444,2,23.12
Sahre3445,1,15.61
Sahre3446,3,17.09
Sahre3447,6,34.84
Sahre3448,9,5.87
Sahre3449,0,38.04
Sahre3450,3,9.17
Sahre3451,5,15.5
Sahre3452,9,34.41
Sahre3453,0,3.66
Sahre3454,5,10.41
Sahre3455,6,24.37
Sahre3456,7,22.7
Sahre3457,4,16.18
Sahre3458,3,26.64
Sahre3459,3,19.34
Sahre3460,6,16.51
Sahre3461,3,38.3
Sahre3462,1,17.43
Sahre3463,3,29.22
Sahre3464,8,23.72
Sahre3465,1,25.62
Sahre3466,7,36.76
Sahre3467,1,16.76
Sahre3468,6,9.91
Sahre3469,2,36.74
Sahre3470,5,29.36
Sahre3471,2,17.65
Sahre3472,3,34.97
Sahre3473,7,23.48
Sahre3474,3,23.15
Sahre3475,7,9.01
Sahre3476,2,35.95
Sahre3477,2,33.6
Sahre3478,3,11.16
Sahre3479,7,32.1
Sahre3480,8,4.94
Sahre3481,2,15.05
Sahre3482,4,1.2
Sahre3483,8,20.93
Sahre3484,2,28.34
Sahre3485,4,6.56
Sahre3486,6,12.91
Sahre3487,1,36.08
Sahre3488,8,27.61
Sahre3489,6,22.12
Sahre3490,4,2.02
Sahre3491,4,35.32
Sahre3492,7,12.81
Sahre3493,1,6.05
Sahre3494,1,39.6
Sahre3495,8,29.24
Sahre3496,7,34.08
Sahre3497,7,20.13
Sahre3498,4,11.48
Sahre3499,7,24.69
Sahre3500,0,19.7
Sahre3501,3,10.32
Sahre3502,8,2.91
Sahre3503,0,15.55
Sahre3504,8,28.36
Sahre3505,3,3.85
Sahre3506,2,20.92
Sahre3507,7,0.62
Sahre3508,7,10.5
Sahre3509,0,17.7
Sahre3510,7,1.05
Sahre3511,0,31.68
Sahre3512,1,19.51
Sahre3513,0,2.94
Sahre3514,8,6.57
Sahre3515,8,7.79
Sahre3516,9,12.6
Sahre3517,6,1.37
Sahre3518,8,23.17
Sahre3519,1,1.56
Sahre3520,9,39.49
Sahre3521,8,3.24
Sahre3522,4,35.54
Sahre3523,1,5.0
Sahre3524,6,5.72
Sahre3525,4,19.83
Sahre3526,6,15.13
Sahre3527,8,1.34
Sahre3528,0,23.97
Sahre3529,7,30.28
Sahre3530,5,35.92
Sahre3531,6,17.35
Sahre3532,3,34.05
Sahre3533,2,24.0
Sahre3534,4,22.22
Sahre3535,2,33.17
Sahre3536,4,15.5
Sahre3537,9,31.01
Sahre3538,9,29.46
Sahre3539,5,14.25
Sahre3540,9,32.4
Sahre3541,8,3.32
Sahre3542,1,16.15
Sahre3543,2,20.95
Sahre3544,1,1.55
Sahre3545,3,28.14
Sahre3546,2,33.52
Sahre3547,6,37.82
Sahre3548,9,11.64
Sahre3549,4,16.03
Sahre3550,1,13.2
Sahre3551,7,35.31
Sahre3552,2,37.93
Sahre3553,9,18.22
Sahre3554,4,23.95
Sahre3555,0,12.13
Sahre3556,5,20.33
Sahre3557,0,14.73
Sahre3558,0,39.17
Sahre3559,2,26.7
Sahre3560,3,21.2
Sahre3561,6,20.85
Sahre3562,8,7.67
Sahre3563,7,19.1
Sahre3564,3,38.77
Sahre3565,1,9.53
Sahre3566,4,39.88
Sahre3567,6,18.71
Sahre3568,2,16.53
Sahre3569,8,8.51
Sahre3570,3,12.06
Sahre3571,3,22.79
Sahre3572,9,14.95
Sahre3573,1,25.98
Sahre3574,5,28.11
Sahre3575,7,0.35
Sahre3576,0,15.92
Sahre3577,9,34.88
Sahre3578,1,33.06
Sahre3579,9,33.58
Sahre3580,7,32.98
Sahre3581,7,9.35
Sahre3582,9,23.22
Sahre3583,3,6.39
Sahre3584,6,15.71
Sahre3585,6,35.6
Sahre3586,4,31.47
Sahre3587,4,39.5
Sahre3588,6,2.15
Sahre3589,3,33.49
Sahre3590,1,30.34
Sahre3591,3,23.56
Sahre3592,9,35.78
Sahre3593,7,10.87
Sahre3594,6,38.75
Sahre3595,1,30.68
Sahre3596,9,36.2
Sahre3597,2,16.98
Sahre3598,6,20.19
Sahre3599,8,10.1
Sahre3600,9,39.91
Sahre3601,3,25.07
Sahre3602,7,7.85
Sahre3603,0,12.42
Sahre3604,8,4.2
Sahre3605,1,31.36
Sahre3606,6,20.44
Sahre3607,1,22.1
Sahre3608,0,4.58
Sahre3609,6,6.34
Sahre3610,0,17.4
Sahre3611,8,31.26
Sahre3612,3,2.81
Sahre3613,0,11.56
Sahre3614,9,14.81
Sahre3615,6,31.99
Sahre3616,6,4.82
Sahre3617,1,16.75
Sahre3618,7,25.16
Sahre3619,0,21.42
Sahre3620,0,38.27
Sahre3621,7,22.89
Sahre3622,7,7.52
Sahre3623,1,23.65
Sahre3624,1,12.43
Sahre3625,2,14.41
Sahre3626,0,39.3
Sahre3627,1,32.21
Sahre3628,9,29.32
Sahre3629,3,38.28
Sahre3630,5,1.83
Sahre3631,3,7.27
Sahre3632,9,32.96
Sahre3633,9,27.66
Sahre3634,4,0.3
Sahre3635,1,1.87
Sahre3636,0,2.41
Sahre3637,7,15.85
Sahre3638,1,19.82
Sahre3639,0,27.83
Sahre3640,8,4.93
Sahre3641,6,17.26
Sahre3642,7,20.97
Sahre3643,4,18.45
Sahre3644,6,29.72
Sahre3645,5,39.49
Sahre3646,8,26.9
Sahre3647,0,34.32
Sahre3648,5,9.62
Sahre3649,2,13.38
Sahre3650,5,10.06
Sahre3651,8,32.22
Sahre3652,7,35.1
Sahre3653,1,20.99
Sahre3654,6,37.32
Sahre3655,9,34.82
Sahre3656,1,3.43
Sahre3657,4,32.33
Sahre3658,0,3.97
Sahre3659,8,33.9
Sahre3660,1,29.46
Sahre3661,2,17.69
Sahre3662,1,3.26
Sahre3663,5,30.44
Sahre3664,2,26.56
Sahre3665,2,6.47
Sahre3666,3,30.95
Sahre3667,8,1.17
Sahre3668,5,35.04
Sahre3669,9,21.64
Sahre3670,3,7.6
Sahre3671,7,18.86
Sahre3672,2,24.94
Sahre3673,0,32.14
Sahre3674,0,9.71
Sahre3675,9,10.15
Sahre3676,1,21.97
Sahre3677,4,8.41
Sahre3678,0,12.44
Sahre3679,2,0.59
Sahre3680,1,31.47
Sahre3681,4,33.33
Sahre3682,7,12.33
Sahre3683,2,6.63
Sahre3684,2,23.55
Sahre3685,9,30.27
Sahre3686,0,20.29
Sahre3687,1,25.42
Sahre3688,8,10.85
Sahre3689,5,37.48
Sahre3690,1,27.8
Sahre3691,4,21.33
Sahre3692,6,10.79
Sahre3693,0,26.28
Sahre3694,1,25.57
Sahre3695,9,31.14
Sahre3696,2,21.7
Sahre3697,4,18.99
Sahre3698,3,4.53
Sahre3699,5,25.05
Sahre3700,8,1.82
Sahre3701,1,27.4
Sahre3702,5,15.14
Sahre3703,3,30.0
Sahre3704,0,28.86
Sahre3705,5,17.63
Sahre3706,1,21.18
Sahre3707,3,34.16
Sahre3708,5,37.18
Sahre3709,9,24.14
Sahre3710,2,15.63
Sahre3711,8,15.37
Sahre3712,2,0.25
Sahre3713,1,2.54
Sahre3714,5,36.82
Sahre3715,0,0.16
Sahre3716,8,6.15
Sahre3717,2,37.91
Sahre3718,9,10.16
Sahre3719,3,28.45
Sahre3720,1,35.99
Sahre3721,3,25.99
Sahre3722,6,0.62
Sahre3723,6,18.67
Sahre3724,9,8.21
Sahre3725,8,29.93
Sahre3726,0,9.0
Sahre3727,9,17.55
Sahre3728,3,8.61
Sahre3729,1,8.13
Sahre3730,1,0.45
Sahre3731,0,14.57
Sahre3732,6,39.22
Sahre3733,0,28.99
Sahre3734,7,15.58
Sahre3735,0,9.6
Sahre3736,8,24.96
Sahre3737,2,21.15
Sahre3738,7,12.43
Sahre3739,8,19.1
Sahre3740,8,9.22
Sahre3741,1,39.42
Sahre3742,0,3.0
Sahre3743,6,39.78
Sahre3744,8,34.43
Sahre3745,8,37.69
Sahre3746,8,13.63
Sahre3747,5,15.38
Sahre3748,6,38.04
Sahre3749,7,10.32
Sahre3750,0,16.15
Sahre3751,1,3.55
Sahre3752,3,4.73
Sahre3753,9,38.97
Sahre3754,9,7.48
Sahre3755,5,25.32
Sahre3756,5,22.51
Sahre3757,8,13.29
Sahre3758,1,14.22
Sahre3759,4,37.15
Sahre3760,0,30.36
Sahre3761,0,24.67
Sahre3762,2,29.39
Sahre3763,0,33.7
Sahre3764,4,34.58
Sahre3765,4,13.48
Sahre3766,0,20.15
Sahre3767,2,3.51
Sahre3768,7,33.62
Sahre3769,5,11.1
Sahre3770,3,39.95
Sahre3771,4,17.23
Sahre3772,5,7.14
Sahre3773,9,18.58
Sahre3774,0,33.0
Sahre3775,2,21.62
Sahre3776,3,30.15
Sahre3777,8,34.82
Sahre3778,3,20.63
Sahre3779,8,10.95
Sahre3780,1,6.35
Sahre3781,6,12.48
Sahre3782,3,6.94
Sahre3783,5,24.7
Sahre3784,9,22.03
Sahre3785,3,17.88
Sahre3786,3,39.21
Sahre3787,5,33.01
Sahre3788,0,11.65
Sahre3789,7,28.4
Sahre3790,3,15.17
Sahre3791,7,16.57
Sahre3792,8,23.06
Sahre3793,0,21.97
Sahre3794,6,6.08
Sahre3795,5,38.42
Sahre3796,2,13.93
Sahre3797,0,18.23
Sahre3798,9,28.03
Sahre3799,9,37.07
Sahre3800,8,22.14
Sahre3801,3,15.54
Sahre3802,7,31.65
Sahre3803,2,28.04
Sahre3804,0,37.12
Sahre3805,6,36.29
Sahre3806,1,21.43
Sahre3807,3,36.39
Sahre3808,2,7.7
Sahre3809,8,37.86
Sahre3810,3,38.09
Sahre3811,6,15.23
Sahre3812,2,31.39
Sahre3813,6,16.44
Sahre3814,1,16.08
Sahre3815,2,16.96
Sahre3816,3,16.35
Sahre3817,6,39.56
Sahre3818,5,33.7
Sahre3819,6,13.15
Sahre3820,5,25.21
Sahre3821,2,39.97
Sahre3822,5,33.47
Sahre3823,4,35.47
Sahre3824,0,4.8
Sahre3825,9,24.85
Sahre3826,3,11.84
Sahre3827,8,25.4
Sahre3828,5,36.41
Sahre3829,7,22.32
Sahre3830,1,11.58
Sahre3831,4,22.08
Sahre3832,1,39.73
Sahre3833,7,12.1
Sahre3834,8,27.99
Sahre3835,2,17.6
Sahre3836,2,20.65
Sahre3837,9,7.19
Sahre3838,9,12.18
Sahre3839,0,30.7
Sahre3840,2,3.29
Sahre3841,0,24.53
Sahre3842,5,26.31
Sahre3843,8,35.44
Sahre3844,4,20.73
Sahre3845,8,20.04
Sahre3846,9,25.71
Sahre3847,8,22.64
Sahre3848,4,2.81
Sahre3849,3,33.61
Sahre3850,4,0.6
Sahre3851,4,20.12
Sahre3852,6,36.73
Sahre3853,4,31.39
Sahre3854,4,10.62
Sahre3855,7,21.13
Sahre3856,2,20.53
Sahre3857,3,10.85
Sahre3858,5,14.05
Sahre3859,8,13.5
Sahre3860,8,17.61
Sahre3861,3,29.87
Sahre3862,5,29.57
Sahre3863,6,2.01
Sahre3864,7,39.43
Sahre3865,4,23.07
Sahre3866,7,5.75
Sahre3867,4,26.41
Sahre3868,3,7.05
Sahre3869,5,31.45
Sahre3870,0,4.29
Sahre3871,6,23.58
Sahre3872,1,34.65
Sahre3873,7,28.8
Sahre3874,3,16.62
Sahre3875,5,1.78
Sahre3876,9,19.54
Sahre3877,5,11.42
Sahre3878,5,23.97
Sahre3879,5,21.53
Sahre3880,2,26.71
Sahre3881,6,32.99
Sahre3882,8,5.52
Sahre3883,3,37.44
Sahre3884,4,27.54
Sahre3885,9,33.39
Sahre3886,6,25.37
Sahre3887,0,1.17
Sahre3888,9,22.18
Sahre3889,8,16.14
Sahre3890,9,32.75
Sahre3891,8,28.29
Sahre3892,7,2.93
Sahre3893,1,21.75
Sahre3894,6,23.48
Sahre3895,1,8.56
Sahre3896,0,7.84
Sahre3897,3,35.86
Sahre3898,0,23.88
Sahre3899,2,33.34
Sahre3900,2,7.96
Sahre3901,6,12.79
Sahre3902,0,4.51
Sahre3903,5,33.45
Sahre3904,4,24.41
Sahre3905,5,30.09
Sahre3906,9,13.53
Sahre3907,6,39.77
Sahre3908,1,5.88
